0,3.45846e-323,3.45846e-323
0.004,3.45846e-323,3.45846e-323
0.008,3.45846e-323,3.45846e-323
0.012,3.45846e-323,3.45846e-323
0.016,3.45846e-323,3.45846e-323
0.02,3.45846e-323,3.45846e-323
0.024,3.45846e-323,3.45846e-323
0.028,3.45846e-323,3.45846e-323
0.032,3.45846e-323,3.45846e-323
0.036,3.45846e-323,3.45846e-323
0.04,3.45846e-323,3.45846e-323
0.044,3.45846e-323,3.45846e-323
0.048,3.45846e-323,3.45846e-323
0.052,3.45846e-323,3.45846e-323
0.056,3.45846e-323,3.45846e-323
0.06,3.45846e-323,3.45846e-323
0.064,3.45846e-323,3.45846e-323
0.068,3.45846e-323,3.45846e-323
0.072,3.45846e-323,3.45846e-323
0.076,3.45846e-323,3.45846e-323
0.08,3.45846e-323,3.45846e-323
0.084,3.45846e-323,3.45846e-323
0.088,3.45846e-323,3.45846e-323
0.092,3.45846e-323,3.45846e-323
0.096,3.45846e-323,3.45846e-323
0.1,3.45846e-323,3.45846e-323
0.104,3.45846e-323,3.45846e-323
0.108,3.45846e-323,3.45846e-323
0.112,3.45846e-323,3.45846e-323
0.116,3.45846e-323,3.45846e-323
0.12,3.45846e-323,3.45846e-323
0.124,3.45846e-323,3.45846e-323
0.128,3.45846e-323,3.45846e-323
0.132,3.45846e-323,3.45846e-323
0.136,3.45846e-323,3.45846e-323
0.14,3.45846e-323,3.45846e-323
0.144,3.45846e-323,3.45846e-323
0.148,3.45846e-323,3.45846e-323
0.152,3.45846e-323,3.45846e-323
0.156,3.45846e-323,3.45846e-323
0.16,3.45846e-323,3.45846e-323
0.164,3.45846e-323,3.45846e-323
0.168,3.45846e-323,3.45846e-323
0.172,3.45846e-323,3.45846e-323
0.176,3.45846e-323,3.45846e-323
0.18,3.45846e-323,3.45846e-323
0.184,3.45846e-323,3.45846e-323
0.188,3.45846e-323,3.45846e-323
0.192,3.45846e-323,3.45846e-323
0.196,3.45846e-323,3.45846e-323
0.2,3.45846e-323,3.45846e-323
0.204,3.45846e-323,3.45846e-323
0.208,3.45846e-323,3.45846e-323
0.212,3.45846e-323,3.45846e-323
0.216,3.45846e-323,3.45846e-323
0.22,3.45846e-323,3.45846e-323
0.224,3.45846e-323,3.45846e-323
0.228,3.45846e-323,3.45846e-323
0.232,3.45846e-323,3.45846e-323
0.236,3.45846e-323,3.45846e-323
0.24,3.45846e-323,3.45846e-323
0.244,3.45846e-323,3.45846e-323
0.248,3.45846e-323,3.45846e-323
0.252,3.45846e-323,3.45846e-323
0.256,3.45846e-323,3.45846e-323
0.26,3.45846e-323,3.45846e-323
0.264,3.45846e-323,3.45846e-323
0.268,3.45846e-323,3.45846e-323
0.272,3.45846e-323,3.45846e-323
0.276,3.45846e-323,3.45846e-323
0.28,3.45846e-323,3.45846e-323
0.284,3.45846e-323,3.45846e-323
0.288,3.45846e-323,3.45846e-323
0.292,3.45846e-323,3.45846e-323
0.296,3.45846e-323,3.45846e-323
0.3,3.45846e-323,3.45846e-323
0.304,3.45846e-323,3.45846e-323
0.308,3.45846e-323,3.45846e-323
0.312,3.45846e-323,3.45846e-323
0.316,3.45846e-323,3.45846e-323
0.32,3.45846e-323,3.45846e-323
0.324,3.45846e-323,3.45846e-323
0.328,3.45846e-323,3.45846e-323
0.332,3.45846e-323,3.45846e-323
0.336,3.45846e-323,3.45846e-323
0.34,3.45846e-323,3.45846e-323
0.344,3.45846e-323,3.45846e-323
0.348,3.45846e-323,3.45846e-323
0.352,3.45846e-323,3.45846e-323
0.356,3.45846e-323,3.45846e-323
0.36,3.45846e-323,3.45846e-323
0.364,3.45846e-323,3.45846e-323
0.368,3.45846e-323,3.45846e-323
0.372,3.45846e-323,3.45846e-323
0.376,3.45846e-323,3.45846e-323
0.38,3.45846e-323,3.45846e-323
0.384,3.45846e-323,3.45846e-323
0.388,3.45846e-323,3.45846e-323
0.392,3.45846e-323,3.45846e-323
0.396,3.45846e-323,3.45846e-323
0.4,3.45846e-323,3.45846e-323
0.404,3.45846e-323,3.45846e-323
0.408,3.45846e-323,3.45846e-323
0.412,3.45846e-323,3.45846e-323
0.416,3.45846e-323,3.45846e-323
0.42,3.45846e-323,3.45846e-323
0.424,3.45846e-323,3.45846e-323
0.428,3.45846e-323,3.45846e-323
0.432,3.45846e-323,3.45846e-323
0.436,3.45846e-323,3.45846e-323
0.44,3.45846e-323,3.45846e-323
0.444,3.45846e-323,3.45846e-323
0.448,3.45846e-323,3.45846e-323
0.452,3.45846e-323,3.45846e-323
0.456,3.45846e-323,3.45846e-323
0.46,3.45846e-323,3.45846e-323
0.464,3.45846e-323,3.45846e-323
0.468,3.45846e-323,3.45846e-323
0.472,3.45846e-323,3.45846e-323
0.476,3.45846e-323,3.45846e-323
0.48,3.45846e-323,3.45846e-323
0.484,3.45846e-323,3.45846e-323
0.488,3.45846e-323,3.45846e-323
0.492,3.45846e-323,3.45846e-323
0.496,3.45846e-323,3.45846e-323
0.5,3.45846e-323,3.45846e-323
0.504,3.45846e-323,3.45846e-323
0.508,3.45846e-323,3.45846e-323
0.512,3.45846e-323,3.45846e-323
0.516,3.45846e-323,3.45846e-323
0.52,3.45846e-323,3.45846e-323
0.524,3.45846e-323,3.45846e-323
0.528,3.45846e-323,3.45846e-323
0.532,3.45846e-323,3.45846e-323
0.536,3.45846e-323,3.45846e-323
0.54,3.45846e-323,3.45846e-323
0.544,3.45846e-323,3.45846e-323
0.548,3.45846e-323,3.45846e-323
0.552,3.45846e-323,3.45846e-323
0.556,3.45846e-323,3.45846e-323
0.56,3.45846e-323,3.45846e-323
0.564,3.45846e-323,3.45846e-323
0.568,3.45846e-323,3.45846e-323
0.572,3.45846e-323,3.45846e-323
0.576,3.45846e-323,3.45846e-323
0.58,3.45846e-323,3.45846e-323
0.584,3.45846e-323,3.45846e-323
0.588,3.45846e-323,3.45846e-323
0.592,3.45846e-323,3.45846e-323
0.596,3.45846e-323,3.45846e-323
0.6,3.45846e-323,3.45846e-323
0.604,3.45846e-323,3.45846e-323
0.608,3.45846e-323,3.45846e-323
0.612,3.45846e-323,3.45846e-323
0.616,3.45846e-323,3.45846e-323
0.62,3.45846e-323,3.45846e-323
0.624,3.45846e-323,3.45846e-323
0.628,3.45846e-323,3.45846e-323
0.632,3.45846e-323,3.45846e-323
0.636,3.45846e-323,3.45846e-323
0.64,3.45846e-323,3.45846e-323
0.644,3.45846e-323,3.45846e-323
0.648,3.45846e-323,3.45846e-323
0.652,3.45846e-323,3.45846e-323
0.656,3.45846e-323,3.45846e-323
0.66,3.45846e-323,3.45846e-323
0.664,3.45846e-323,3.45846e-323
0.668,3.45846e-323,3.45846e-323
0.672,3.45846e-323,3.45846e-323
0.676,3.45846e-323,3.45846e-323
0.68,3.45846e-323,3.45846e-323
0.684,3.45846e-323,3.45846e-323
0.688,3.45846e-323,3.45846e-323
0.692,3.45846e-323,3.45846e-323
0.696,3.45846e-323,3.45846e-323
0.7,3.45846e-323,3.45846e-323
0.704,3.45846e-323,3.45846e-323
